Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-08-08T09:30:00+02:00,136083,577,132329,68,5,5460710
Kärnten,2022-08-08T09:30:00+02:00,270733,1652,265872,98,7,6703539
Niederösterreich,2022-08-08T09:30:00+02:00,923716,3819,897201,283,12,40085903
Oberösterreich,2022-08-08T09:30:00+02:00,841131,2900,831707,164,9,24821600
Salzburg,2022-08-08T09:30:00+02:00,323966,1171,319583,108,3,10770393
Steiermark,2022-08-08T09:30:00+02:00,603754,3433,592745,168,13,21440447
Tirol,2022-08-08T09:30:00+02:00,390147,952,386058,98,3,9707379
Vorarlberg,2022-08-08T09:30:00+02:00,225150,565,223630,35,1,7147432
Wien,2022-08-08T09:30:00+02:00,1076334,4131,1040553,457,28,67813878
