Area,Date,Value
Burgenland,2020-05-01T09:30:00+02:00,2
Kärnten,2020-05-01T09:30:00+02:00,5
Niederösterreich,2020-05-01T09:30:00+02:00,37
Oberösterreich,2020-05-01T09:30:00+02:00,10
Salzburg,2020-05-01T09:30:00+02:00,7
Steiermark,2020-05-01T09:30:00+02:00,10
Tirol,2020-05-01T09:30:00+02:00,27
Vorarlberg,2020-05-01T09:30:00+02:00,4
Wien,2020-05-01T09:30:00+02:00,22
