Area,Date,Value
Burgenland,2020-09-14T09:30:00+02:00,6
Kärnten,2020-09-14T09:30:00+02:00,3
Niederösterreich,2020-09-14T09:30:00+02:00,24
Oberösterreich,2020-09-14T09:30:00+02:00,30
Salzburg,2020-09-14T09:30:00+02:00,5
Steiermark,2020-09-14T09:30:00+02:00,18
Tirol,2020-09-14T09:30:00+02:00,15
Vorarlberg,2020-09-14T09:30:00+02:00,8
Wien,2020-09-14T09:30:00+02:00,146
