Area,Date,Value
Burgenland,2020-11-07T12:30:00+01:00,1880
Kärnten,2020-11-07T12:30:00+01:00,2278
Niederösterreich,2020-11-07T12:30:00+01:00,13525
Oberösterreich,2020-11-07T12:30:00+01:00,15647
Salzburg,2020-11-07T12:30:00+01:00,5183
Steiermark,2020-11-07T12:30:00+01:00,6326
Tirol,2020-11-07T12:30:00+01:00,12353
Vorarlberg,2020-11-07T12:30:00+01:00,4904
Wien,2020-11-07T12:30:00+01:00,26177
