Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-09-27T09:30:00+02:00,20074,349,19406,16,3,3015843
Kärnten,2021-09-27T09:30:00+02:00,43885,835,42209,49,8,4175823
Niederösterreich,2021-09-27T09:30:00+02:00,123944,1872,119137,121,34,16139866
Oberösterreich,2021-09-27T09:30:00+02:00,134635,1795,129409,183,43,14181581
Salzburg,2021-09-27T09:30:00+02:00,55503,602,53614,47,12,5983335
Steiermark,2021-09-27T09:30:00+02:00,88514,2124,84271,82,23,12125933
Tirol,2021-09-27T09:30:00+02:00,69907,658,68264,56,15,6100023
Vorarlberg,2021-09-27T09:30:00+02:00,34406,319,33383,21,5,4794499
Wien,2021-09-27T09:30:00+02:00,166334,2422,155409,309,91,19516672
