Area,Date,Value
Burgenland,2021-03-16T09:30:00+01:00,18
Kärnten,2021-03-16T09:30:00+01:00,17
Niederösterreich,2021-03-16T09:30:00+01:00,86
Oberösterreich,2021-03-16T09:30:00+01:00,43
Salzburg,2021-03-16T09:30:00+01:00,14
Steiermark,2021-03-16T09:30:00+01:00,36
Tirol,2021-03-16T09:30:00+01:00,24
Vorarlberg,2021-03-16T09:30:00+01:00,2
Wien,2021-03-16T09:30:00+01:00,143
