Area,Date,Value
Burgenland,2021-03-20T09:30:00+01:00,259
Kärnten,2021-03-20T09:30:00+01:00,730
Niederösterreich,2021-03-20T09:30:00+01:00,1478
Oberösterreich,2021-03-20T09:30:00+01:00,1560
Salzburg,2021-03-20T09:30:00+01:00,523
Steiermark,2021-03-20T09:30:00+01:00,1820
Tirol,2021-03-20T09:30:00+01:00,589
Vorarlberg,2021-03-20T09:30:00+01:00,279
Wien,2021-03-20T09:30:00+01:00,1814
