Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-06-13T09:30:00+02:00,18342,343,17959,9,4,1944166
Kärnten,2021-06-13T09:30:00+02:00,40204,819,39264,31,3,1805141
Niederösterreich,2021-06-13T09:30:00+02:00,110480,1808,107381,54,28,9797671
Oberösterreich,2021-06-13T09:30:00+02:00,116729,1750,114722,26,11,7240165
Salzburg,2021-06-13T09:30:00+02:00,49112,584,48403,12,2,2751407
Steiermark,2021-06-13T09:30:00+02:00,79449,2073,77129,12,3,6171433
Tirol,2021-06-13T09:30:00+02:00,63710,633,62650,24,11,4620870
Vorarlberg,2021-06-13T09:30:00+02:00,30698,304,30041,10,7,2828315
Wien,2021-06-13T09:30:00+02:00,139896,2347,136390,131,33,10986811
