Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-08-15T09:30:00+02:00,137169,578,133435,61,4,5478791
Kärnten,2022-08-15T09:30:00+02:00,273295,1657,268352,98,6,6714315
Niederösterreich,2022-08-15T09:30:00+02:00,931912,3836,906146,256,15,40123680
Oberösterreich,2022-08-15T09:30:00+02:00,845646,2913,836444,105,6,24861205
Salzburg,2022-08-15T09:30:00+02:00,325742,1173,321885,89,3,10785920
Steiermark,2022-08-15T09:30:00+02:00,607757,3441,597043,138,11,21493246
Tirol,2022-08-15T09:30:00+02:00,392281,953,388248,84,3,9720433
Vorarlberg,2022-08-15T09:30:00+02:00,226028,570,224843,23,1,7152818
Wien,2022-08-15T09:30:00+02:00,1088673,4156,1057639,384,19,68099495
