Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-08-31T09:30:00+02:00,139532,579,135543,45,2,5528320
Kärnten,2022-08-31T09:30:00+02:00,278356,1662,274060,106,7,6742322
Niederösterreich,2022-08-31T09:30:00+02:00,949819,3889,924875,208,14,40201742
Oberösterreich,2022-08-31T09:30:00+02:00,856459,2928,847129,112,6,24976079
Salzburg,2022-08-31T09:30:00+02:00,329633,1179,326370,71,2,10825240
Steiermark,2022-08-31T09:30:00+02:00,616723,3450,607958,114,6,21607277
Tirol,2022-08-31T09:30:00+02:00,396756,959,393156,59,3,9749103
Vorarlberg,2022-08-31T09:30:00+02:00,228133,574,227019,9,2,7165469
Wien,2022-08-31T09:30:00+02:00,1112863,4198,1087959,349,20,68700674
